title,price,category,images,short desc,attribute 1,value 1,attribute 2,value 2,attribute 3,value 3,attribute 4,value 4,attribute 5,value 5,attribute 6,value 6,attribute 7,value 7,attribute 8,value 8,attribute 9,value 9,attribute 10,value 10,attribute 11,value 11,attribute 12,value 12,attribute 13,value 13,attribute 14,value 14,attribute 15,value 15,attribute 16,value 16,attribute 17,value 17,attribute 18,value 18,attribute 19,value 19,attribute 20,value 20,attribute 21,value 21,attribute 22,value 22,attribute 23,value 23,attribute 24,value 24,attribute 25,value 25,attribute 26,value 26
هیتر گازی آزمایش 32000 کیلو کالری مدل AZH-320T,,هیتر  > هیتر گازی آزمایش,https://damava.ir/wp-content/uploads/2022/garmayesh/956/1.jpg,<ol><li>نوع سوخت: گاز شهری </li><li> برق مصرفی: تک فاز 220 ولت</li><li> مناسب برای فضاهای صنعتی، کارگاه، فروشگاه، باشگاه ورزشی، بانک، مساجد و ...</li><li>دارای فن دمنده</li><li>دارای پنل ترموستات لمسی</li></ol>,مدل دستگاه,AZH-320T,نوع سوخت,گاز شهری ,توان حرارتی (Kcal /Hr),32000,مصرف سوخت (m3/Hr),1.2,فضای تحت پوشش (m3),600,جریان برق مصرفی (A),0.4,برق مصرفی ,تک فاز 220 ولت,قطر دودکش (cm),15,ارتفاع (cm),91,عرض (cm),79,طول (cm),46,تعداد نازل,5,گارانتی,24 ماه گارانتی,,,,,,,,,,,,,,,,,,,,,,,,,,
هیتر گازی آزمایش 32000 کیلو کالری مدل AZH-320S,,هیتر  > هیتر گازی آزمایش,https://damava.ir/wp-content/uploads/2022/garmayesh/957/1.jpg,<ol><li>نوع سوخت: گاز شهری </li><li> برق مصرفی: تک فاز 220 ولت</li><li>دارای پنل ترموستات بیسیم با قابلیت کنترل از طریق گوشی هوشمند و یا از راه دور</li><li>دارای فن دمنده</li></ol>,مدل دستگاه,AZH-320S,نوع سوخت,گاز شهری ,توان حرارتی (Kcal /Hr),32000,مصرف سوخت (m3/Hr),1.2,فضای تحت پوشش (m3),600,جریان برق مصرفی (A),0.4,برق مصرفی ,تک فاز 220 ولت,قطر دودکش (cm),15,ارتفاع (cm),91,عرض (cm),79,طول (cm),46,تعداد نازل,5,گارانتی,24 ماه گارانتی ,,,,,,,,,,,,,,,,,,,,,,,,,,
هیتر گازی آزمایش 45000 کیلوکالری مدل AZH-450T,,هیتر  > هیتر گازی آزمایش,https://damava.ir/wp-content/uploads/2022/garmayesh/958/1.jpg,<ol><li>نوع سوخت: گاز شهری </li><li> برق مصرفی: تک فاز 220 ولت</li><li> مناسب برای فضاهای صنعتی، کارگاه، فروشگاه، باشگاه ورزشی، بانک، مساجد و ...</li><li>دارای پنل ترموستات لمسی</li></ol>,مدل دستگاه,AZH-450T,نوع سوخت,گاز شهری ,توان حرارتی (Kcal /Hr),45000,مصرف سوخت (m3/Hr),2.5,فضای تحت پوشش (m3),800,جریان برق مصرفی (A),0.7,برق مصرفی ,تک فاز 220 ولت,قطر دودکش (cm),15,ارتفاع (cm),101,عرض (cm),63,طول (cm),70,تعداد شعله,8,گارانتی,24 ماه گارانتی ,,,,,,,,,,,,,,,,,,,,,,,,,,
هیتر گازی آزمایش 45000 کیلوکالری مدل AZH-450S,,هیتر  > هیتر گازی آزمایش,https://damava.ir/wp-content/uploads/2022/garmayesh/959/1.jpg,<ol><li>نوع سوخت: گاز شهری </li><li> برق مصرفی: تک فاز 220 ولت</li><li>دارای پنل ترموستات بیسیم با قابلیت کنترل از طریق گوشی هوشمند و یا از راه دور</li><li>دارای فن دمنده</li></ol>,مدل دستگاه,AZH-450S,نوع سوخت,گاز شهری ,توان حرارتی (Kcal /Hr),45000,مصرف سوخت (m3/Hr),2.5,فضای تحت پوشش (m3),800,جریان برق مصرفی (A),0.7,برق مصرفی ,تک فاز 220 ولت,قطر دودکش (cm),15,ارتفاع (cm),101,عرض (cm),63,طول (cm),70,تعداد شعله,8,گارانتی,24 ماه گارانتی ,,,,,,,,,,,,,,,,,,,,,,,,,,
شوفاژ برقی نیکای مدل NOH844A,,رادیاتور فولادی،پنلی،برقی > رادیاتور برقی نیکای,"https://damava.ir/wp-content/uploads/2022/garmayesh/960/1.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/960/2.jpg",<ol><li>حداکثر توان حرارتی : 2900 وات</li><li>ابعاد دستگاه :  65*17*60 سانتی متر</li><li>وزن : 14.5 گرم</li><li>قابلیت تنظیم ارتفاع</li><li>تعداد پره : 13 عدد</li></ol>,مدل دستگاه,NOH844A,حداکثر توان گرمایشی ,2900 وات,حداقل توان گرمایشی,1000 وات,ابعاد, 60x17x65 سانتی‌متر ,فضای تحت پوشش,30 مترمربع,وزن,14.5 کیلوگرم,تعداد پره ها,13,ترموستات ایمنی,دارد,قابلیت تنظیم ارتفاع,دارد,قابلیت تنظیم دما,دارد,دستگیره و چرخ برای حمل‌ ونقل,دارد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
رادیاتور آلومینیومی 19 پره آنیت مدل اکوپایونیر سفید,,رادیاتور آلومینیومی > رادیاتور آلومینیومی آنیت,"https://damava.ir/wp-content/uploads/2022/garmayesh/961/1.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/961/2.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/961/3.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/961/4.jpg",<ol><li>ظرفیت حرارتی هر پره : 135 کیلو کالری بر ساعت</li><li>دارای فناوری گرمایش یکنواخت و سازگاری کامل با شیر ترموستاتیک</li><li>تعداد پره: 19</li><li>ابعاد (عمق*طول*ارتفاع) : 85*1350*500 میلیمتر</li></ol>,گارانتی,10 سال گارانتی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
رادیاتور آلومینیومی 19 پره آنیت مدل اکوپایونیر طلایی,,رادیاتور آلومینیومی > رادیاتور آلومینیومی آنیت,"https://damava.ir/wp-content/uploads/2022/garmayesh/962/1.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/962/2.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/962/3.jpg",<ol><li>ظرفیت حرارتی هر پره : 135 کیلو کالری بر ساعت</li><li>دارای فناوری گرمایش یکنواخت و سازگاری کامل با شیر ترموستاتیک</li><li>تعداد پره: 19</li><li>ابعاد (عمق*طول*ارتفاع) : 85*1350*500 میلیمتر</li></ol>,گارانتی,10 سال گارانتی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
دیگ آب گرم 3 پاس فولادی حرارت گستر مدل HW3,,دیگ آبگرم فولادی > دیگ آب گرم فولادی حرارت گستر ,https://damava.ir/wp-content/uploads/2022/garmayesh/963/1.jpg,<ol><li>جنس لوله : لوله های آتش خوار بدون درز</li><li>قابلیت اطمینان، دوام و عملکرد بالا</li><li>لوله های تمام کروگیت</li><li>طراحی شده بر اساس آخرین استانداردها</li></ol>,گارانتی,2 سال گارانتی شرکت حرارت گستر,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
دیگ آب داغ 3 پاس فولادی حرارت گستر مدل HW2,,دیگ آبگرم فولادی > دیگ آب گرم فولادی حرارت گستر ,https://damava.ir/wp-content/uploads/2022/garmayesh/964/1.jpg,<ol><li>جنس لوله : لوله های آتش خوار بدون درز</li><li>قابلیت اطمینان، دوام و عملکرد بالا</li><li>لوله های تمام کروگیت</li><li>طراحی شده بر اساس آخرین استانداردها</li></ol>,گارانتی,2 سال گارانتی شرکت حرارت گستر,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
دیگ آب داغ 3 پاس فولادی حرارت گستر مدل HW2.5,,دیگ آبگرم فولادی > دیگ آب گرم فولادی حرارت گستر ,https://damava.ir/wp-content/uploads/2022/garmayesh/965/1.jpg,<ol><li>جنس لوله : لوله های آتش خوار بدون درز</li><li>قابلیت اطمینان، دوام و عملکرد بالا</li><li>لوله های تمام کروگیت</li><li>طراحی شده بر اساس آخرین استانداردها</li></ol>,گارانتی,2 سال گارانتی شرکت حرارت گستر,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
مبدل حرارتی آذر تهویه مدل TA4-M35,,مبدل حرارتی,https://damava.ir/wp-content/uploads/2022/garmayesh/966/1.jpg,<ol><li>عمر و دوام بسیار بالا</li><li>از جنس استنلس استیل 304 و 316</li><li>بسیار کم حجم و قابل استفاده در فضای کم در موتورخانه</li><li>واشر از جنس لاستیک ساخت واکر سیلیکون آلمان</li></ol>,مدل دستگاه,TA4-M35,ظرفیت حرارتی (Kcal/hr) ,180000,دبی آب مصرفی (M3/h),4,دبی آبگرم دیگ(M3/h),11.9,دبی آب مصرفی (GPM) ,17.6,دبی آبگرم دیگ (GPM) ,52.4,قدرت گرمایش (KW) ,208.8,گارانتی,1 سال گارانتی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"پمپ سیرکولاتور خطی آزاد البرز مدل S100-1,1/4″",5487000,پمپ سیرکولاتور > پمپ سیرکولاتور آزاد البرز,https://damava.ir/wp-content/uploads/2022/garmayesh/967/1.jpg,<ol><li>پمپ خطی</li><li> قدرت الکتروموتور: 1.8 اسب</li><li>قطر فلنچ رانش و مکش (قطر لوله اتصال شونده) : 1/4 1 اینچ</li><li>دور موتور : 1450 RPM</li></ol>,مدل دستگاه,1/4 . 1 S100,کانکشن ورودی(inch),1/4 . 1,کانکشن خروجی(inch),1/4 . 1,قدرت الکتروموتور hp,8-Jan,دبی G.P.M,35,هد Ft,7,برق الکتروموتور (V),220,برق الکتروموتور (دور موتور RPM),Ф,برق الکتروموتور,1,گارانتی,1 سال گارانتی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
دیگ آب داغ 3 پاس فولادی حرارت گستر مدل HW4,,دیگ آبگرم فولادی > دیگ آب گرم فولادی حرارت گستر ,https://damava.ir/wp-content/uploads/2022/garmayesh/968/1.jpg,<ol><li>جنس لوله : لوله های آتش خوار بدون درز</li><li>قابلیت اطمینان، دوام و عملکرد بالا</li><li>لوله های تمام کروگیت</li><li>طراحی شده بر اساس آخرین استانداردها</li></ol>,گارانتی,2 سال گارانتی شرکت حرارت گستر,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
دیگ آب داغ 3 پاس فولادی حرارت گستر مدل HW5,,دیگ آبگرم فولادی > دیگ آب گرم فولادی حرارت گستر ,https://damava.ir/wp-content/uploads/2022/garmayesh/969/1.jpg,<ol><li>جنس لوله : لوله های آتش خوار بدون درز</li><li>قابلیت اطمینان، دوام و عملکرد بالا</li><li>لوله های تمام کروگیت</li><li>طراحی شده بر اساس آخرین استانداردها</li></ol>,گارانتی,2 سال گارانتی شرکت حرارت گستر,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
دیگ آب داغ 3 پاس فولادی حرارت گستر مدل HW6,,دیگ آبگرم فولادی > دیگ آب گرم فولادی حرارت گستر ,https://damava.ir/wp-content/uploads/2022/garmayesh/970/1.jpg,<ol><li>جنس لوله : لوله های آتش خوار بدون درز</li><li>قابلیت اطمینان، دوام و عملکرد بالا</li><li>لوله های تمام کروگیت</li><li>طراحی شده بر اساس آخرین استانداردها</li></ol>,گارانتی,2 سال گارانتی شرکت حرارت گستر,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
دیگ آب داغ 3 پاس فولادی حرارت گستر مدل HW7,,دیگ آبگرم فولادی > دیگ آب گرم فولادی حرارت گستر ,https://damava.ir/wp-content/uploads/2022/garmayesh/971/1.jpg,<ol><li>جنس لوله : لوله های آتش خوار بدون درز</li><li>قابلیت اطمینان، دوام و عملکرد بالا</li><li>لوله های تمام کروگیت</li><li>طراحی شده بر اساس آخرین استانداردها</li></ol>,گارانتی,2 سال گارانتی شرکت حرارت گستر,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
دیگ آب داغ 3 پاس فولادی حرارت گستر مدل HW8,,دیگ آبگرم فولادی > دیگ آب گرم فولادی حرارت گستر ,https://damava.ir/wp-content/uploads/2022/garmayesh/972/1.jpg,<ol><li>جنس لوله : لوله های آتش خوار بدون درز</li><li>قابلیت اطمینان، دوام و عملکرد بالا</li><li>لوله های تمام کروگیت</li><li>طراحی شده بر اساس آخرین استانداردها</li></ol>,گارانتی,2 سال گارانتی شرکت حرارت گستر,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
دیگ آب داغ 3 پاس فولادی حرارت گستر مدل HW10,,دیگ آبگرم فولادی > دیگ آب گرم فولادی حرارت گستر ,https://damava.ir/wp-content/uploads/2022/garmayesh/973/1.jpg,<ol><li>جنس لوله : لوله های آتش خوار بدون درز</li><li>قابلیت اطمینان، دوام و عملکرد بالا</li><li>لوله های تمام کروگیت</li><li>طراحی شده بر اساس آخرین استانداردها</li></ol>,گارانتی,2 سال گارانتی شرکت حرارت گستر,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
دیگ آب داغ 3 پاس فولادی حرارت گستر مدل HW12.5,,دیگ آبگرم فولادی > دیگ آب گرم فولادی حرارت گستر ,https://damava.ir/wp-content/uploads/2022/garmayesh/974/1.jpg,<ol><li>جنس لوله : لوله های آتش خوار بدون درز</li><li>قابلیت اطمینان، دوام و عملکرد بالا</li><li>لوله های تمام کروگیت</li><li>طراحی شده بر اساس آخرین استانداردها</li></ol>,گارانتی,2 سال گارانتی شرکت حرارت گستر,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
دیگ آب داغ 3 پاس فولادی حرارت گستر مدل HW15,,دیگ آبگرم فولادی > دیگ آب گرم فولادی حرارت گستر ,https://damava.ir/wp-content/uploads/2022/garmayesh/975/1.jpg,<ol><li>جنس لوله : لوله های آتش خوار بدون درز</li><li>قابلیت اطمینان، دوام و عملکرد بالا</li><li>لوله های تمام کروگیت</li><li>طراحی شده بر اساس آخرین استانداردها</li></ol>,گارانتی,2 سال گارانتی شرکت حرارت گستر,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
دیگ آب داغ 3 پاس فولادی حرارت گستر مدل HW16,,دیگ آبگرم فولادی > دیگ آب گرم فولادی حرارت گستر ,https://damava.ir/wp-content/uploads/2022/garmayesh/976/1.jpg,<ol><li>جنس لوله : لوله های آتش خوار بدون درز</li><li>قابلیت اطمینان، دوام و عملکرد بالا</li><li>لوله های تمام کروگیت</li><li>طراحی شده بر اساس آخرین استانداردها</li></ol>,گارانتی,2 سال گارانتی شرکت حرارت گستر,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
پمپ سیرکولاتور خطی آزاد البرز مدل S100-1″,5487000,پمپ سیرکولاتور > پمپ سیرکولاتور آزاد البرز,https://damava.ir/wp-content/uploads/2022/garmayesh/977/1.jpg,<ol><li>پمپ خطی</li><li>قدرت الکتروموتور: 1.8 اسب </li><li>قطر فلنچ رانش و مکش (قطر لوله اتصال شونده) : 1 اینچ</li><li>دور موتور : 1450 RPM</li></ol>,مدل دستگاه,1 S100,کانکشن ورودی(inch),1,کانکشن خروجی(inch),1,قدرت الکتروموتور hp,8-Jan,دبی G.P.M,24,هد Ft,6,برق الکتروموتور (V),220,برق الکتروموتور (دور موتور RPM),Ф,برق الکتروموتور,1,گارانتی,1 سال گارانتی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
پمپ سیرکولاتور خطی آزاد البرز مدل PD 40,,پمپ سیرکولاتور > پمپ سیرکولاتور آزاد البرز,https://damava.ir/wp-content/uploads/2022/garmayesh/978/1.jpg,<ol><li>پمپ خطی</li><li>قدرت الکتروموتور: 2 اسب</li><li>قطر فلنچ رانش و مکش (قطر لوله اتصال شونده) : 3 اینچ</li><li>دور موتور : 1450 RPM</li></ol>,مدل دستگاه,PD 40,کانکشن ورودی(inch),3,کانکشن خروجی(inch),3,قدرت الکتروموتور hp,2,دبی G.P.M,150,هد Ft,34,برق الکتروموتور (V),220,برق الکتروموتور (دور موتور RPM),Ф,برق الکتروموتور,1,گارانتی,1 سال گارانتی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
مبدل حرارتی آذر تهویه مدل TA4-M40,,مبدل حرارتی,https://damava.ir/wp-content/uploads/2022/garmayesh/979/1.jpg,<ol><li>عمر و دوام بسیار بالا</li><li>از جنس استنلس استیل 304 و 316</li><li>بسیار کم حجم و قابل استفاده در فضای کم در موتورخانه</li><li>واشر از جنس لاستیک ساخت واکر سیلیکون آلمان</li></ol>,مدل دستگاه,TA4-M40,ظرفیت حرارتی (Kcal/hr) ,200000,دبی آب مصرفی (M3/h),5,دبی آبگرم دیگ(M3/h),13.3,دبی آب مصرفی (GPM) ,22,دبی آبگرم دیگ (GPM) ,58.6,قدرت گرمایش (KW) ,232,گارانتی,1 سال گارانتی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
مبدل حرارتی آذر تهویه مدل TA4-M30,,مبدل حرارتی,https://damava.ir/wp-content/uploads/2022/garmayesh/980/1.jpg,<ol><li>عمر و دوام بسیار بالا</li><li>از جنس استنلس استیل 304 و 316</li><li>بسیار کم حجم و قابل استفاده در فضای کم در موتورخانه</li><li>واشر از جنس لاستیک ساخت واکر سیلیکون آلمان</li></ol>,مدل دستگاه,TA4-M30,ظرفیت حرارتی (Kcal/hr) ,157000,دبی آب مصرفی (M3/h),3.5,دبی آبگرم دیگ(M3/h),10.5,دبی آب مصرفی (GPM) ,15.4,دبی آبگرم دیگ (GPM) ,46.2,قدرت گرمایش (KW) ,182.7,گارانتی,1 سال گارانتی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
پمپ سیرکولاتور خطی آزاد البرز مدل PD 38 - سه فاز,8928000,پمپ سیرکولاتور > پمپ سیرکولاتور آزاد البرز,https://damava.ir/wp-content/uploads/2022/garmayesh/981/1.jpg,<ol><li>پمپ خطی</li><li>قدرت الکتروموتور: 1 اسب</li><li>قطر فلنچ رانش و مکش (قطر لوله اتصال شونده) : 3 اینچ</li><li>دور موتور : 1450 RPM</li></ol>,مدل دستگاه,PD 38,کانکشن ورودی(inch),3,کانکشن خروجی(inch),3,قدرت الکتروموتور (hp),1,دبی (G.P.M),150,هد (Ft),21,برق الکتروموتور(V),380 - سه فاز,دور موتور (RPM),1450,گارانتی,دارای 1 سال گارانتی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
